0, 124
0.00490874, 124
0.00981748, 124
0.0147262, 124
0.019635, 124
0.0245437, 124
0.0294524, 124
0.0343612, 124
0.0392699, 124
0.0441786, 124
0.0490874, 124
0.0539961, 124
0.0589049, 124
0.0638136, 124
0.0687223, 124
0.0736311, 124
0.0785398, 124
0.0834486, 124
0.0883573, 124
0.093266, 124
0.0981748, 124
0.103084, 124
0.107992, 124
0.112901, 124
0.11781, 124
0.122718, 124
0.127627, 124
0.132536, 124
0.137445, 124
0.142353, 124
0.147262, 124
0.152171, 124
0.15708, 124
0.161988, 124
0.166897, 124
0.171806, 124
0.176715, 124
0.181623, 124
0.186532, 124
0.191441, 124
0.19635, 124
0.201258, 124
0.206167, 124
0.211076, 124
0.215985, 124
0.220893, 124
0.225802, 136
0.230711, 136
0.23562, 136
0.240528, 136
0.245437, 136
0.250346, 136
0.255254, 136
0.260163, 136
0.265072, 136
0.269981, 136
0.274889, 136
0.279798, 136
0.284707, 136
0.289616, 136
0.294524, 136
0.299433, 136
0.304342, 136
0.309251, 136
0.314159, 136
0.319068, 136
0.323977, 136
0.328886, 136
0.333794, 136
0.338703, 136
0.343612, 136
0.348521, 136
0.353429, 136
0.358338, 136
0.363247, 136
0.368155, 136
0.373064, 136
0.377973, 136
0.382882, 136
0.38779, 136
0.392699, 136
0.397608, 136
0.402517, 136
0.407425, 136
0.412334, 136
0.417243, 136
0.422152, 136
0.42706, 136
0.431969, 136
0.436878, 136
0.441787, 136
0.446695, 136
0.451604, 136
0.456513, 136
0.461422, 136
0.46633, 136
0.471239, 136
0.476148, 136
0.481057, 136
0.485965, 136
0.490874, 136
0.495783, 136
0.500691, 136
0.5056, 136
0.510509, 136
0.515418, 136
0.520326, 136
0.525235, 121
0.530144, 121
0.535053, 121
0.539961, 121
0.54487, 121
0.549779, 121
0.554688, 121
0.559596, 121
0.564505, 121
0.569414, 121
0.574323, 121
0.579231, 121
0.58414, 121
0.589049, 121
0.593958, 121
0.598866, 121
0.603775, 121
0.608684, 121
0.613593, 121
0.618501, 121
0.62341, 121
0.628319, 121
0.633227, 121
0.638136, 121
0.643045, 121
0.647954, 121
0.652862, 121
0.657771, 121
0.66268, 121
0.667589, 121
0.672497, 121
0.677406, 121
0.682315, 121
0.687224, 121
0.692132, 121
0.697041, 121
0.70195, 121
0.706859, 121
0.711767, 121
0.716676, 121
0.721585, 121
0.726494, 121
0.731402, 121
0.736311, 121
0.74122, 121
0.746128, 121
0.751037, 121
0.755946, 121
0.760855, 121
0.765763, 121
0.770672, 121
0.775581, 121
0.78049, 121
0.785398, 121
0.790307, 121
0.795216, 121
0.800125, 121
0.805033, 121
0.809942, 116
0.814851, 116
0.81976, 116
0.824668, 116
0.829577, 116
0.834486, 116
0.839395, 116
0.844303, 116
0.849212, 116
0.854121, 116
0.85903, 116
0.863938, 116
0.868847, 116
0.873756, 116
0.878664, 116
0.883573, 116
0.888482, 116
0.893391, 116
0.898299, 116
0.903208, 116
0.908117, 116
0.913026, 116
0.917934, 116
0.922843, 116
0.927752, 116
0.932661, 116
0.937569, 116
0.942478, 116
0.947387, 116
0.952296, 116
0.957204, 116
0.962113, 116
0.967022, 116
0.971931, 116
0.976839, 116
0.981748, 116
0.986657, 116
0.991566, 116
0.996474, 116
1.00138, 116
1.00629, 116
1.0112, 116
1.01611, 116
1.02102, 116
1.02593, 116
1.03084, 116
1.03574, 116
1.04065, 116
1.04556, 116
1.05047, 116
1.05538, 116
1.06029, 116
1.0652, 116
1.0701, 116
1.07501, 116
1.07992, 116
1.08483, 112
1.08974, 112
1.09465, 112
1.09956, 112
1.10447, 112
1.10937, 112
1.11428, 112
1.11919, 112
1.1241, 112
1.12901, 112
1.13392, 112
1.13883, 112
1.14373, 112
1.14864, 112
1.15355, 112
1.15846, 112
1.16337, 112
1.16828, 112
1.17319, 112
1.1781, 112
1.183, 112
1.18791, 112
1.19282, 112
1.19773, 112
1.20264, 112
1.20755, 112
1.21246, 112
1.21736, 112
1.22227, 112
1.22718, 112
1.23209, 112
1.237, 112
1.24191, 112
1.24682, 112
1.25173, 112
1.25663, 112
1.26154, 112
1.26645, 112
1.27136, 112
1.27627, 112
1.28118, 112
1.28609, 112
1.291, 112
1.2959, 112
1.30081, 112
1.30572, 112
1.31063, 112
1.31554, 112
1.32045, 112
1.32536, 112
1.33026, 112
1.33517, 112
1.34008, 112
1.34499, 112
1.3499, 112
1.35481, 112
1.35972, 112
1.36463, 114
1.36953, 114
1.37444, 114
1.37935, 114
1.38426, 114
1.38917, 114
1.39408, 114
1.39899, 114
1.40389, 114
1.4088, 114
1.41371, 114
1.41862, 114
1.42353, 114
1.42844, 114
1.43335, 114
1.43826, 114
1.44316, 114
1.44807, 114
1.45298, 114
1.45789, 114
1.4628, 114
1.46771, 114
1.47262, 114
